Product_ID,Product_Line,Product_Category,Product_Group,Product_Name,Supplier_Country,Supplier_Name,Supplier_ID
2.401E+11,Sports,Assorted Sports Articles,Skates,Proskater Viablade S Roller Skates,US,Roll-Over Inc,3815
2.401E+11,Sports,Assorted Sports Articles,Skates,Proskater W-500 Jr.Roller Skates,US,Roll-Over Inc,3815
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Control Xi Adult,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate  Roller Skates Ex9 76mm/78a Biofl,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Gretzky Mvp S.B.S,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Panga 72mm/78a,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq5 76mm/78a,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq7-Ls 76mm/78a,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Sq9 80-76mm/78a,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Xpander,PT,Magnifico Sports,1684
2.401E+11,Sports,Assorted Sports Articles,Skates,Twain Ac7/Ft7 Men's Roller Skates,US,Twain Inc,13198
2.401E+11,Sports,Assorted Sports Articles,Skates,Twain Ac7/Ft7 Women's Roller Skates,US,Twain Inc,13198
2.401E+11,Sports,Assorted Sports Articles,Skates,Twain Tr7 Men's Roller Skates,US,Twain Inc,13198
2.401E+11,Sports,Assorted Sports Articles,Skates,Weston F4 Men's Hockey Skates,US,Roll-Over Inc,3815
2.402E+11,Sports,Golf,Golf,Ball Bag,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Red/White/Black Staff 9 Bag,GB,GrandSlam Sporting Goods Ltd,17832
2.402E+11,Sports,Golf,Golf,Tee Holder,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Bb Softspikes - Xp 22-pack,GB,TeeTime Ltd,15938
2.402E+11,Sports,Golf,Golf,Bretagne Performance Tg Men's Golf Shoes L.,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,"Bretagne Soft-Tech Men's Glove, left",NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,"Bretagne St2 Men's Golf Glove, left",NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Bretagne Stabilites 2000 Goretex Shoes,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Bretagne Stabilities Tg Men's Golf Shoes,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Bretagne Stabilities Women's Golf Shoes,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Carolina,US,Carolina Sports,3808
2.402E+11,Sports,Golf,Golf,Carolina II,US,Carolina Sports,3808
2.402E+11,Sports,Golf,Golf,Donald Plush Headcover,GB,TeeTime Ltd,15938
2.402E+11,Sports,Golf,Golf,Expert Men's Firesole Driver,US,Twain Inc,13198
2.402E+11,Sports,Golf,Golf,Extreme Distance 90 3-pack,US,Carolina Sports,3808
2.402E+11,Sports,Golf,Golf,Grandslam Staff Fs Copper Insert Putter,GB,GrandSlam Sporting Goods Ltd,17832
2.402E+11,Sports,Golf,Golf,Grandslam Staff Grip Llh Golf Gloves,US,Carolina Sports,3808
2.402E+11,Sports,Golf,Golf,Grandslam Staff Tour Mhl Golf Gloves,US,Carolina Sports,3808
2.402E+11,Sports,Golf,Golf,Hi-fly Intimidator Ti R80/10,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Hi-fly Intrepid Stand 8  Black,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Hi-fly Staff Towel Blue/Black,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Hi-fly Tour Advance Flex Steel,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,"Men's.m Men's Winter Gloves, Medium",NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Normal Standard,GB,TeeTime Ltd,15938
2.402E+11,Sports,Golf,Golf,Precision Jack 309 Lh Balata,GB,GrandSlam Sporting Goods Ltd,17832
2.402E+11,Sports,Golf,Golf,Proplay Executive Bi-Metal Graphite,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Proplay Men's Tour Force Lp 7-Wood,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Proplay Men's Tour Force Lp Driver,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Proplay Men's Tour Force Ti 5w,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Proplay Stand Black,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Proplay Women's Tour Force 7w,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Rosefinch Cart 8 1/2  Black,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Rubby Men's Golf Shoes w/Goretex,ES,Rubby Zapatos S.A.,4168
2.402E+11,Sports,Golf,Golf,Rubby Men's Golf Shoes w/Goretex Plain Toe,ES,Rubby Zapatos S.A.,4168
2.402E+11,Sports,Golf,Golf,Rubby Women's Golf Shoes w/Gore-Tex,ES,Rubby Zapatos S.A.,4168
2.402E+11,Sports,Golf,Golf,Score Counter Scoreboard De Luxe,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Tee18 Ascot Chipper,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,Tee18 Troon 7  Black,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf,"White 90,Top.Flite Strata Tour 3-pack",NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf Clothes,Golf Polo(1/400),US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Golf Windstopper,US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Master Golf Rain Suit,US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Tek Cap,US,Twain Inc,13198
2.402E+11,Sports,Golf,Golf Clothes,Big Boss Houston Pants,US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Bogie Golf Fleece with small Zipper,US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Eagle 5 Pocket Pants with Stretch,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Eagle Pants with Cross Pocket,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Eagle Plain Cap,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Eagle Polo-Shirt Interlock,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Eagle Windstopper Knit Neck,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Eagle Windstopper Sweat Neck,US,HighPoint Trading,10225
2.402E+11,Sports,Golf,Golf Clothes,Hi-fly Staff Rain Suit,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf Clothes,Hi-fly Strata Cap Offwhite/Green,NL,Van Dammeren International,2995
2.402E+11,Sports,Golf,Golf Clothes,Release Golf Sweatshirt w/Logo(1/100),US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Top (1/100),US,Mike Schaeffer Inc,7511
2.402E+11,Sports,Golf,Golf Clothes,Wind Proof Windstopper Merino/Acryl,US,HighPoint Trading,10225
2.403E+11,Sports,Indoor Sports,Fitness,Abdomen Shaper,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Fitness Dumbbell Foam 0.90,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Letour Heart Bike,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Letour Trimag Bike,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Weight  5.0 Kg,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Wrist Weight 1.10 Kg,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Fitness,Wrist Weight  2.25 Kg,NL,TrimSport B.V.,16542
2.403E+11,Sports,Indoor Sports,Gymnastic Clothing,Blues Jazz Pants Suplex,ES,Sportico,798
2.403E+11,Sports,Indoor Sports,Gymnastic Clothing,Cougar Fleece Jacket with Zipper,US,SD Sporting Goods Inc,13710
2.403E+11,Sports,Indoor Sports,Gymnastic Clothing,Cougar Windbreaker Vest,US,SD Sporting Goods Inc,13710
2.403E+11,Sports,Indoor Sports,Top Trim,Men's Summer Shorts,US,Top Sports Inc,14648
2.403E+11,Sports,Indoor Sports,Top Trim,Top Men's Goretex Ski Pants,US,Top Sports Inc,14648
2.403E+11,Sports,Indoor Sports,Top Trim,Top Men's R&D Ultimate Jacket,US,Top Sports Inc,14648
2.403E+11,Sports,Indoor Sports,Top Trim,Top Men's Retro T-Neck,US,Top Sports Inc,14648
2.403E+11,Sports,Indoor Sports,Top Trim,Top R&D Long Jacket,US,Top Sports Inc,14648
2.404E+11,Sports,Racket Sports,Racket Sports,Bat 5-Ply,US,Carolina Sports,3808
2.404E+11,Sports,Racket Sports,Racket Sports,Sledgehammer 120 Ph Black,GB,GrandSlam Sporting Goods Ltd,17832
2.404E+11,Sports,Racket Sports,Racket Sports,Aftm 95 Vf Long Bg-65 White,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Racket Sports,Bag  Tit.Weekend,FR,Le Blanc S.A.,13079
2.404E+11,Sports,Racket Sports,Racket Sports,Grandslam Ultra Power Tennisketcher,GB,GrandSlam Sporting Goods Ltd,17832
2.404E+11,Sports,Racket Sports,Racket Sports,"Memhis 350,Yellow Medium, 6-pack tube",GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Racket Sports,Smasher Rd Ti 70 Tennis Racket,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti 350 Tennis Racket,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti 700 Long Tennis,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Racket Sports,Smasher Tg 70 Tennis String Roll,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Tennis,Anthony Women's Tennis Cable Vest,US,Mayday Inc,4646
2.404E+11,Sports,Racket Sports,Tennis,Smasher Polo-Shirt w/V-Neck,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Tennis,Smasher Shorts,GB,British Sports Ltd,1280
2.404E+11,Sports,Racket Sports,Tennis,Smasher Tights,GB,British Sports Ltd,1280
2.405E+11,Sports,Running - Jogging,Jogging,Pants N,ES,Luna sastreria S.A.,4742
2.405E+11,Sports,Running - Jogging,Jogging,A-team Pants Taffeta,US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,"A-team Sweat Round Neck, Small Logo",US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,"Men's Sweat Pants without Rib, Small Logo",US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,Men's Sweatshirt w/Hood Big Logo,US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,Sweatshirt Women's Sweatshirt with O-Neck,US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,Triffy Jacket,NL,Triffy B.V.,13314
2.405E+11,Sports,Running - Jogging,Jogging,Triffy Logo T-Shirt with V-Neck,NL,Triffy B.V.,13314
2.405E+11,Sports,Running - Jogging,Jogging,"Woman Sweat with Round Neck, Big Logo",US,A Team Sports,3298
2.405E+11,Sports,Running - Jogging,Jogging,Ypsilon Men's Sweatshirt w/Piping,FR,Ypsilon S.A.,14624
2.405E+11,Sports,Running - Jogging,Running Clothes,Men's Singlet,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Running Gloves,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,T-Shirt,US,3Top Sports,2963
2.405E+11,Sports,Running - Jogging,Running Clothes,Bike.Pants Short Biking Pants,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Breath-brief Long Underpants XXL,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Force Classic Men's Jacket,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Force Micro Men's Suit,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Force Short Sprinter Men's Tights,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Force Technical Jacket w/Coolmax,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Original Running Pants,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Polar Jacket,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Stout Running Shorts,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Stout Running Shorts Micro,BE,Force Sports,5922
2.405E+11,Sports,Running - Jogging,Running Clothes,Topline Delphi Race Shorts,BE,Force Sports,5922
2.406E+11,Sports,Swim Sports,Bathing Suits,"Goggles, Assorted Colours",US,Nautlius SportsWear Inc,6153
2.406E+11,Sports,Swim Sports,Bathing Suits,Swim Suit Fabulo,US,Nautlius SportsWear Inc,6153
2.406E+11,Sports,Swim Sports,Bathing Suits,Swim Suit Laurel,ES,Luna sastreria S.A.,4742
2.406E+11,Sports,Swim Sports,Bathing Suits,Sharky Swimming Trunks,US,Dolphin Sportswear Inc,16292
2.406E+11,Sports,Swim Sports,Bathing Suits,Sunfit Luffa Bikini,US,Nautlius SportsWear Inc,6153
2.406E+11,Sports,Swim Sports,Bathing Suits,Milan Swimming Trunks,ES,Luna sastreria S.A.,4742
2.406E+11,Sports,Swim Sports,Bathing Suits,Pew Swimming Trunks,ES,Luna sastreria S.A.,4742
2.407E+11,Sports,Team Sports,American Football,Armour L,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Armour XL,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Football - Helmet M,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Football - Helmet Pro XL,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Football - Helmet S,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Football - Helmet XL,US,A Team Sports,3298
2.407E+11,Sports,Team Sports,American Football,Football Super Bowl,US,Carolina Sports,3808
2.407E+11,Sports,Team Sports,Baseball,Baseball Orange Small,US,Top Sports Inc,14648
2.407E+11,Sports,Team Sports,Baseball,Baseball White Small,US,Top Sports Inc,14648
2.407E+11,Sports,Team Sports,Baseball,Bat - Home Run M,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Baseball,Bat - Home Run S,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Baseball,Helmet L,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Baseball,Helmet M,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Baseball,Helmet XL,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Baseball,Bat - Large,US,Miller Trading Inc,15218
2.407E+11,Sports,Team Sports,Basket Ball,Basket Ball Pro,US,HighPoint Trading,10225
2.407E+11,Sports,Team Sports,Soccer,Stephens Shirt,US,Teamsports Inc,5810
2.407E+11,Sports,Team Sports,Soccer,Red Cap,GB,SportsFan Products Ltd,6071
2.407E+11,Sports,Team Sports,Soccer,Red Scarf,GB,SportsFan Products Ltd,6071
2.407E+11,Sports,Team Sports,Soccer,Fga Home Shorts,US,Fga Sports Inc,14593
2.407E+11,Sports,Team Sports,Soccer,Norwood Player Shirt,US,Fga Sports Inc,14593
2.407E+11,Sports,Team Sports,Soccer,Prosoccer Away Shirt,US,Fga Sports Inc,14593
2.407E+11,Sports,Team Sports,Soccer,Soccer Fan Football Player Shirt,GB,SportsFan Products Ltd,6071
2.408E+11,Sports,Winter Sports,Ski Dress,Additive Women's Ski Pants Vent Air,NO,Scandinavian Clothing A/S,50
2.408E+11,Sports,Winter Sports,Ski Dress,Garbo Fleece Jacket,US,Miller Trading Inc,15218
2.408E+11,Sports,Winter Sports,Ski Dress,Helmsdale Ski Jacket,US,AllSeasons Outdoor Clothing,772
2.408E+11,Sports,Winter Sports,Ski Dress,Helmsdale Ski Pants,US,AllSeasons Outdoor Clothing,772
2.408E+11,Sports,Winter Sports,Ski Dress,Mayday Soul Pro New Tech Ski Jacket,US,Mayday Inc,4646
2.408E+11,Sports,Winter Sports,Winter Sports,Massif Bandit Ski Parcel Axial,FR,Massif S.A.,13199
2.408E+11,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc,13198
2.408E+11,Sports,Winter Sports,Winter Sports,Amber Cc,CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,Black Morphe,CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,"C.A.M.,Bone",CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,Cayenne Red,CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,"Ii Pmt,Bone",CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,"Regulator,Stopsign",CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,Shine Black PRO,CA,CrystalClear Optics Inc,16814
2.408E+11,Sports,Winter Sports,Winter Sports,Coolman Pro 01 Neon Yellow,US,Twain Inc,13198
2.408E+11,Sports,Winter Sports,Winter Sports,Top Equipe 07 Green,US,Twain Inc,13198
2.408E+11,Sports,Winter Sports,Winter Sports,Top Equipe 99 Black,US,Twain Inc,13198
